arg1_rel,arg2_rel,arg1,arg2,text,text_pl
Entity,Destination,e1,e2,The scientists poured <e1>money</e1> into pint <e2>cancer research</e2>.,Naukowcy przelali <e1>pieniądze</e1> na <e2>badania nad rakiem</e2>.
Message,Topic,e1,e2,"The <e1>programme</e1> depicts the <e2>adventures</e2> of a mysterious, humanoid alien.","<e1>Program</e1> przedstawia <e2>przygody</e2> tajemniczego, humanoidalnego kosmity."
Cause,Effect,e1,e2,These chemical <e1>studies</e1> were directed toward <e2>proof</e2> of structure of the indole components of the seeds.,Te <e1>badania chemiczne</e1> miały na celu <e2>udowodnienie</e2> struktury składników indolowych nasion.
Cause,Effect,e2,e1,The <e1>riot</e1> was instigated by the <e2>clergy</e2> of the Church of England with the active support and collaboration of the magistrates.,<e1>Zamieszki</e1> zostały wszczęte przez <e2>kleru</e2> Kościoła anglikańskiego przy aktywnym wsparciu i współpracy sędziów.
Component,Whole,e1,e2,The skydiving <e1>scene</e1> was the best part of the <e2>movie</e2>.,Skoki spadochronowe <e1>scena</e1> była najlepszą częścią <e2>filmu</e2>.
Other,Other,,,The <e1>farm</e1> is participant in <e2>forestry</e2> and there have already been planted around eight thousand plants.,<e1>Gospodarstwo</e1> uczestniczy w <e2>leśnictwie</e2> i zasadzono tam już około ośmiu tysięcy roślin.
Cause,Effect,e2,e1,But the <e1>discomfort</e1> caused by the <e2>ointment</e2> and the duration of treatment often result in non-compliance.,Jednak <e1>dyskomfort</e1> spowodowany przez <e2>maść</e2> i czas trwania leczenia często skutkują niezgodnością.
Cause,Effect,e1,e2,<e1>Menopause</e1> and PMS cause stress and <e2>anxiety</e2> even without imbalanced hormones.,<e1>Menopauza</e1> i PMS powodują stres i <e2>niepokój</e2> nawet przy braku równowagi hormonalnej.
Other,Other,,,The <e1>arrest</e1> completes a dismal past five <e2>weeks</e2> for the 25-year-old.,<e1>aresztowanie</e1> kończy ponure ostatnie pięć <e2>tygodni</e2> dla 25-latka.
Member,Collection,e2,e1,"Along with the terracotta army, comes a <e1>shuffle</e1> of terracotta <e2>bureaucrats</e2>: identified by the knives hanging from their belts, which would have been used to correct mistakes written on strips of bamboo.","Wraz z terakotową armią pojawia się <e1>przetasowanie</e1> terakotowych <e2>biurokratów</e2>: rozpoznawanych po nożach zwisających z ich pasów, które byłyby używane do poprawiania błędów napisanych na paskach bambusa."
Cause,Effect,e1,e2,The <e1>killings</e1> resulted in indiscriminate <e2>firing</e2> by unknown people in Garden area of the city.,<e1>Zabójstwa</e1> skutkowały masowym <e2>strzelaniem</e2> przez nieznanych osób w dzielnicy Garden w mieście.
Message,Topic,e1,e2,It is an online <e1>publication</e1> dedicated to informing the world about the numerous state <e2>violations</e2> of citizens' rights.,Jest to internetowa <e1>publikacja</e1> poświęcona informowaniu świata o licznych <e2>naruszeniach</e2> przez państwo praw obywateli.
Cause,Effect,e2,e1,"The <e1>cow</e1> makes a <e2>sound</e2> called lowing, also known as mooing.","<e1>Krowa</e1> wydaje <e2>dźwięk</e2> zwany pomrukiem, znanym również jako muczenie."
Content,Container,e1,e2,"Finally, they found out that the <e1>letter</e1> was placed inside a <e2>pocket notebook</e2> that Donna owned.","W końcu odkryli, że <e1>list</e1> został umieszczony w <e2>zeszycie kieszonkowym</e2> należącym do Donny."
Product,Producer,e1,e2,The dissolution <e1>plan</e1> has been presented by the special <e2>study committee</e2> that was responsible for producing it.,<e1>Plan</e1> rozwiązania został przedstawiony przez specjalną <e2>komisję badawczą</e2> odpowiedzialną za jego opracowanie.
Cause,Effect,e2,e1,<e1>Flashes</e1> are caused by the vitreous gel <e2>tugging</e2> on the retina.,<e1>Błyski</e1> są spowodowane przez żel szklisty <e2>szarpiący</e2> siatkówkę.
Product,Producer,e2,e1,The <e1>country</e1> has constructed a thermal <e2>plant</e2> in Takoradi to supplement its power supply needs.,"<e1>Kraj</e1> zbudował <e2>elektrownię</e2> w Takoradi, aby uzupełnić swoje potrzeby w zakresie zasilania."
Component,Whole,e1,e2,"Next, I adjusted the <e1>screw</e1> of the lifter <e2>magnet</e2> to be about 20mm above the top surface of the adjustable arm.",Następnie ustawiłem <e1>śrubę</e1> <e2>magnesu</e2> podnośnika na około 20 mm nad górną powierzchnią regulowanego ramienia.
Content,Container,e1,e2,The Scorpio <e1>single</e1> was in a <e2>bin</e2> with around 6 zillion 45s.,Scorpio <e1>singiel</e1> znajdował się w <e2>koszcie</e2> z około 6 milionami 45s.
Entity,Destination,e1,e2,He took his <e1>son</e1> to the ancient <e2>temples</e2> in Cambodia.,Zabrał swojego <e1>syna</e1> do starożytnych <e2>świątyń</e2> w Kambodży.
Member,Collection,e2,e1,The first fighter <e1>wing</e1> of these <e2>planes</e2> is already in service.,Pierwsze <e1>skrzydło</e1> tych <e2>samolotów</e2> jest już w służbie.
Cause,Effect,e2,e1,"Information about Salmonellosis, an <e1>illness</e1> caused by a <e2>bacteria</e2> found in raw food, soil, or water.","Informacje o salmonellozie, <e1>chorobie</e1> wywoływanej przez <e2>bakterie</e2> występujące w surowej żywności, glebie lub wodzie."
Other,Other,,,"In the <e1>book</e1>, a distinguished country <e2>gentleman</e2> becomes a knight after reading too many chivalric novels.",W <e1>książce</e1> wybitny wiejski <e2>dżentelmen</e2> zostaje rycerzem po przeczytaniu zbyt wielu powieści rycerskich.
Cause,Effect,e1,e2,Natural Liver Cirrhosis Treatment Liver cirrhosis is a degenerative inflammatory <e1>disease</e1> that results in <e2>hardening</e2> and scarring of liver cells.,"Naturalne leczenie marskości wątroby Marskość wątroby to <e1>choroba zapalna</e1> zwyrodnieniowa, która powoduje <e2>twardnienie</e2> i bliznowacenie komórek wątroby."
Instrument,Agency,e2,e1,The game <e1>designer</e1> also uses a very specific <e2>tool</e2> for his work.,<e1>Projektant</e1> gry używa również bardzo specyficznego <e2>narzędzia</e2> do swojej pracy.
Entity,Destination,e1,e2,Many investors' funds are pooled together and the fund managers invest all the <e1>money</e1> in a diversified <e2>basket</e2> of investments.,"Wiele funduszy inwestorów jest łączonych razem, a zarządzający funduszami inwestują wszystkie <e1>pieniądze</e1> w zdywersyfikowany <e2>koszyk</e2> inwestycji."
Content,Container,e2,e1,"The brochure shows, in one embodiment, a <e1>vase</e1> with <e2>flowers</e2> inside a ""cut flower"" sleeve with the sleeve tied with a ribbon about the neck of the vase.","Broszura przedstawia, w jednym przykładzie wykonania, <e1>wazon</e1> z <e2>kwiatami</e2> w rękawie „kwiatu ciętego” z rękawem przewiązanym wstążką na szyi wazonu."
Product,Producer,e1,e2,The Sun displayed a <e1>design</e1> by a macaque <e2>monkey</e2>.,Słońce pokazało <e1>projekt</e1> autorstwa makaka <e2>małpy</e2>.
Content,Container,e1,e2,Each person's <e1>name</e1> was in a <e2>box</e2>.,<e1>Imię i nazwisko</e1> każdej osoby znajdowało się w <e2>polu</e2>.
Other,Other,,,The day-old <e1>baby</e1> was taken into <e2>intensive care</e2>.,Jednodniowe <e1>dziecko</e1> zostało zabrane na <e2>intensywną opiekę</e2>.
Component,Whole,e2,e1,"The <e1>trucks</e1> are comprised of smaller <e2>parts</e2>, including axles, bushings and kingpins.","<e1>ciężarówki</e1> składają się z mniejszych <e2>części</e2>, w tym osi, tulei i sworzni królewskich."
Entity,Destination,e1,e2,An American <e1>student</e1> fell drunkenly into the city's Main <e2>river</e2>.,Amerykański <e1>student</e1> wpadł pijany do głównej <e2>rzeki</e2> miasta.
Cause,Effect,e1,e2,And these <e1>gases</e1> cause <e2>evaporation</e2> of water from sea and soil.,A te <e1>gazy</e1> powodują <e2>parowanie</e2> wody z morza i gleby.
Entity,Destination,e1,e2,"She put her <e1>jewels</e1> back in the <e2>casket</e2>, and dressed herself in the plain black gown.",Włożyła swoje <e1>klejnoty</e1>z powrotem do <e2>trumny</e2> i ubrała się w prostą czarną suknię.
Component,Whole,e1,e2,"The dentate <e1>gyrus</e1> is a part of the <e2>hippocampus</e2>, the main memory structure, and has been shown to play a role in the forming of new memories.","<e1>Zakręt zębaty</e1> jest częścią <e2>hipokampu</e2>, głównej struktury pamięci, i wykazano, że odgrywa rolę w tworzeniu nowych wspomnień."
Entity,Destination,e1,e2,<e1>Bolus</e1> was injected into <e2>ports</e2> above the filter set.,<e1>Bolus</e1> został wstrzyknięty do <e2>portów</e2> powyżej zestawu filtrów.
Entity,Origin,e1,e2,"<e1>Concrete</e1> is made from <e2>cement</e2>, aggregates (gravel and crush- ed stones) and water.","<e1>Beton</e1> składa się z <e2>cementu</e2>, kruszyw (żwiru i tłucznia) oraz wody."
Other,Other,,,Congregational <e1>clergy</e1> of various <e2>denominations</e2> were surveyed to assess their understanding and experience of trauma.,"Przebadano kongregacyjne <e1>kleryków</e1> różnych <e2>wyznań</e2>, aby ocenić ich zrozumienie i doświadczenie traumy."
Component,Whole,e1,e2,"The small <e1>spring</e1> of the percussion <e2>hammer</e2> then forces the latter downward into the head of the striker, thus firing the mine.","Mała <e1>sprężyna</e1> <e2>młota</e2> udarowego następnie wbija go w głowę napastnika, strzelając w ten sposób miną."
Cause,Effect,e1,e2,"I am currently taking a <e1>medication</e1> which causes <e2>tingling</e2> in my hands and feet, but I also have vitamin d deficiency r/t hyperparathyroidism and my calcium is up and down.","Obecnie biorę <e1>leki</e1>, które powodują <e2>mrowienie</e2> w dłoniach i stopach, ale mam też niedobór witaminy D r/t nadczynność przytarczyc, a poziom wapnia rośnie i maleje."
Entity,Destination,e1,e2,<e1>Investment</e1> flows into emerging <e2>markets</e2>.,<e1>Inwestycja</e1> wpływa na wschodzące <e2>rynki</e2>.
Entity,Destination,e1,e2,The mechanism transported <e1>dust</e1> into shadowed <e2>regions</e2>.,Mechanizm przetransportował <e1>kurz</e1> do zacienionych <e2>regionów</e2>.
Member,Collection,e2,e1,Both are driven to play a leading role in the five-strong <e1>bratpack</e1> of <e2>teenagers</e2> who have the game's future in their hands.,"Obaj chcą odgrywać wiodącą rolę w pięcioosobowym <e1>pakiecie</e1> <e2>nastolatków</e2>, którzy mają przyszłość gry w swoich rękach."
Entity,Destination,e1,e2,Squeezed growers have put <e1>plight</e1> to the city <e2>dwellers</e2>.,Zmiażdżeni hodowcy postawili <e1>trudną sytuację</e1> <e2>mieszkańcom</e2> miasta.
Cause,Effect,e2,e1,But by far the most frequent tsunami-maker is the <e1>buckling</e1> of the seafloor caused by an undersea <e2>earthquake</e2>.,Jednak zdecydowanie najczęstszą przyczyną tsunami jest <e1>wyboczenie</e1> dna morskiego spowodowane podmorskim <e2>trzęsieniem ziemi</e2>.
Instrument,Agency,e2,e1,"To use it, a <e1>person</e1> applies the <e2>vinegar</e2> to a cotton ball and then swabs the vinegar on the affected area.","Aby go użyć, <e1>osoba</e1> nakłada <e2>ocet</e2> na wacik, a następnie wciera ocet w dotknięty obszar."
Message,Topic,e1,e2,A political <e1>blog</e1> is a common type of blog that comments on <e2>politics</e2>.,"<e1>blog</e1> polityczny to popularny rodzaj bloga, który komentuje <e2>politykę</e2>."
Component,Whole,e1,e2,"So, it is quite possible for ""nonviolence"" and ""grave violence"" to slip back and forth in the <e1>mouth</e1> of the same <e2>person</e2>.","Tak więc jest całkiem możliwe, że „niestosowanie przemocy” i „poważna przemoc” prześlizgują się tam iz powrotem w <e1>ustach</e1> tej samej <e2>osoby</e2>."
Cause,Effect,e2,e1,A magnetic bracelet helps the <e1>pain</e1> from <e2>stroke</e2> in your arm.,Bransoletka magnetyczna pomaga w <e1>bólu</e1> spowodowanym <e2>udarem</e2> w ramieniu.
Cause,Effect,e2,e1,Dalindyebo R900-million and the tribe a further R80-billion in compensation for the <e1>humiliation</e1> caused by the monarch's criminal <e2>trial</e2>.,"Dalindyebo 900 milionów rupii, a plemię kolejne 80 miliardów rupii w ramach rekompensaty za <e1>upokorzenie</e1> spowodowane <e2>procesem</e2> kryminalnym monarchy."
Message,Topic,e1,e2,A <e1>war</e1> of words erupts between Sinn Fein and the DUP over the <e2>devolution</e2> of policing and justice powers to Northern Ireland.,<e1>wojna</e1> na słowa wybucha między Sinn Fein i DUP o <e2>przekazanie</e2> uprawnień policyjnych i wymiaru sprawiedliwości do Irlandii Północnej.
Entity,Origin,e1,e2,The duration of the visa is estimated from the first exit of the <e1>applicant</e1> from the <e2>country</e2> after issuance of the visa.,Okres ważności wizy jest szacowany od pierwszego wyjazdu <e1>wnioskodawcy</e1> z <e2>kraju</e2> po wydaniu wizy.
Member,Collection,e2,e1,"A few crappie on Tuesday (June 24) were found among flooded willow trees, presumably feeding on the recent <e1>hatch</e1> of <e2>mayflies</e2> (willow flies) that occurred on Sunday and Monday.","Kilka crappie we wtorek (24 czerwca) znaleziono wśród zalanych wierzb, prawdopodobnie żerowało na niedawnym <e1>lęgu</e1> <e2>jętek</e2> (muchy wierzbowe), które wystąpiły w niedzielę i poniedziałek."
Component,Whole,e2,e1,"Her bathing suit was pulled off her shoulders and her back, a ruddy, orange brown, set off by a <e1>string</e1> of creamy <e2>pearls</e2>, shone in the sun.","Jej kostium kąpielowy był ściągnięty z ramion, a jej rumiany, pomarańczowo-brązowy kolor, oddzielony <e1>sznurem</e1> kremowych <e2>perełek</e2>, lśnił w słońcu."
Member,Collection,e2,e1,"By tacit approval, an order of preaching heretics who deny the infallibility of the Bible, an <e1>order</e1> of drunken and adulterous <e2>clergy</e2>, are permitted, and are at this moment holding benefices and preaching in the Church of England.","Za milczącą aprobatą dozwolony jest nakaz głoszenia heretyków, którzy zaprzeczają nieomylności Biblii, <e1>zakon</e1> pijanych i cudzołożnych <e2>kleru</e2>, i w tym momencie posiadają oni beneficjum i głoszenie kazań w Kościele Anglii."
Component,Whole,e2,e1,The <e1>pig</e1> rooted around in the dirt with its <e2>snout</e2>.,<e1>świnia</e1> grzebała w ziemi ze swoim <e2>pyskiem</e2>.
Member,Collection,e2,e1,The Government spent nearly 10m euro of taxpayers' money this year to cover the salaries of the ever-increasing <e1>coterie</e1> of special <e2>advisers</e2>.,Rząd wydał w tym roku prawie 10 mln euro z pieniędzy podatników na pensje stale rosnącej <e1>koterii</e1> specjalnych <e2>doradców</e2>.
Member,Collection,e2,e1,"India plans to build a <e1>constellation</e1> of seven geo-stationary <e2>satellites</e2> at a cost of Rs 1,600 crore to meet the navigational system requirements in cars, trains and aircraft.","Indie planują zbudować <e1>konstelację</e1> siedmiu geostacjonarnych <e2>satelitów</e2> za cenę 1600 rupii rupii, aby spełnić wymagania dotyczące systemów nawigacyjnych w samochodach, pociągach i samolotach."
Other,Other,,,The sales <e1>cycle</e1> has shortened from several <e2>months</e2> to weeks.,<e1>cykl</e1> sprzedaży skrócił się z kilku <e2>miesięcy</e2> do tygodni.
Component,Whole,e1,e2,Alexandros caught <e1>blade</e1> by the <e2>haft</e2> as it fell.,"Alexandros złapał <e1>ostrze</e1> za <e2>łot</e2>, gdy spadało."
Other,Other,,,The <e1>study</e1> on which this <e2>paper</e2> is based was prompted by concerns about marking standards.,"<e1>Badanie</e1>, na którym opiera się ten <e2>artykuł</e2>, było spowodowane obawami dotyczącymi oznaczania standardów."
Instrument,Agency,e1,e2,"Before heading down the <e1>phone</e1> <e2>operator</e2> career path, you need to examine whether you possess the skills for this type of position.","Zanim zaczniesz podążać ścieżką kariery <e1>telefonu</e1> <e2>operatora</e2>, musisz sprawdzić, czy posiadasz umiejętności na tego typu stanowisko."
Other,Other,,,"Also, every <e1>employee</e1> who is a participant in the <e2>trust</e2> automatically has a beneficial interest in the ownership of the agency.","Ponadto każdy <e1>pracownik</e1>, który jest uczestnikiem <e2>zaufania</e2>, automatycznie ma korzystny udział we własności agencji."
Content,Container,e2,e1,Ken put a thermometer in a <e1>glass</e1> filled with hot <e2>water</e2>.,Ken włożył termometr do <e1>szklanki</e1> wypełnionej gorącą <e2>wodą</e2>.
Content,Container,e2,e1,The <e1>bottles</e1> contained a <e2>substance</e2> authorities believe is human fat.,"<e1>Butelki</e1> zawierały <e2>substancję</e2>, która według autorów jest ludzkim tłuszczem."
Content,Container,e1,e2,The <e1>detector module</e1> including a preamplifier was inside a <e2>laboratory oven</e2>.,<e1>moduł detektora</e1> wraz z przedwzmacniaczem znajdował się wewnątrz <e2>pieca laboratoryjnego</e2>.
Component,Whole,e1,e2,The mentor <e1>session</e1> was the best part of the <e2>conference</e2>.,<e1>sesja</e1> mentora była najlepszą częścią <e2>konferencji</e2>.
Component,Whole,e2,e1,The concept car Acura TL features a wiperless <e1>windscreen</e1> using a series of jet <e2>nozzles</e2> in the cowl to blow pressurized air onto the windscreen.,"Samochód koncepcyjny Acura TL jest wyposażony w <e1>szybę przednią</e1> bez wycieraczek, wykorzystującą szereg <e2>dysz</e2> w masce, które wydmuchują sprężone powietrze na przednią szybę."
Content,Container,e1,e2,"Stirring the hot <e1>popcorn</e1> around in a <e2>kettle</e2> drizzled with sugar, salt and oil evenly coats the popcorn.","Mieszając gorący <e1>popcorn</e1> w <e2>czajniku</e2> skropionym cukrem, solą i olejem, równomiernie pokryjesz popcorn."
Component,Whole,e1,e2,"After arriving on the bottom at the wreck site, the first team of divers must check the <e1>anchor</e1> of the <e2>boat</e2> for security.",Po przybyciu na dno w miejscu wraku pierwsza drużyna nurków musi sprawdzić <e1>kotwicę</e1> <e2>łodzi</e2> pod kątem bezpieczeństwa.
Component,Whole,e1,e2,The <e1>tiller</e1> of the <e2>stonebow</e2> is curved downward between the latch and the prod.,<e1>rumpel</e1> <e2>kamiennego łuku</e2> jest wygięty w dół między zatrzaskiem a trzonkiem.
Component,Whole,e2,e1,"However, the exact active site <e1>configuration</e1> of <e2>enzymes</e2> in vivo is very difficult to address for two reasons.",Jednak dokładna <e1>konfiguracja</e1> miejsca aktywnego <e2>enzymów</e2> in vivo jest bardzo trudna do ustalenia z dwóch powodów.
Other,Other,,,Part of the task which the authors set themselves is the delineation and validation of the idea that a <e1>subculture</e1> of <e2>violence</e2> exists.,"Częścią zadania, jakie postawili sobie autorzy, jest nakreślenie i potwierdzenie idei, że istnieje <e1>subkultura</e1> <e2>przemocy</e2>."
Content,Container,e1,e2,"The <e1>rootball</e1> was in a <e2>crate</e2> the size of a refrigerator, and some of the arms were over 12 feet tall.","<e1>rootball</e1> znajdował się w <e2>skrzynce</e2> wielkości lodówki, a niektóre ramiona miały ponad 12 stóp wysokości."
Entity,Destination,e1,e2,The <e1>newborn</e1> arrived into this <e2>world</e2> with gifts and talents.,<e1>Noworodek</e1> przybył do tego <e2>świata</e2> z prezentami i talentami.
Other,Other,,,"In the healthy heart, the left <e1>ventricle</e1> performs a systolic wringing motion, with a counterclockwise <e2>rotation</e2> at the apex.",W zdrowym sercu lewa <e1>komora</e1> wykonuje skurczowy ruch wykręcający z <e2>obrotem</e2> w kierunku przeciwnym do ruchu wskazówek zegara.
Entity,Origin,e1,e2,The <e1>radiation burst</e1> was coming from a <e2>supernova remnant</e2> known as N49 in the galaxy known as the Large Magellanic Cloud.,<e1>Błysk promieniowania</e1> pochodził z <e2>pozostałości supernowej</e2> znanej jako N49 w galaktyce znanej jako Wielki Obłok Magellana.
Message,Topic,e1,e2,"His <e1>novels</e1> and stories often have to do with <e2>black comedy</e2>, parody, satire, and Zen Buddhism.","Jego <e1>powieści</e1> i historie często dotyczą <e2>czarnej komedii</e2>, parodii, satyry i buddyzmu zen."
Cause,Effect,e1,e2,<e1>Water</e1> <e2>erosion</e2> is the detachment and removal of soil material by water.,<e1>Woda</e1> <e2>erozja</e2> to odrywanie i usuwanie materiału glebowego przez wodę.
Entity,Destination,e1,e2,"Two days later, the salt water <e1>fish</e1> was put into a fresh water <e2>pound</e2>.",Dwa dni później <e1>ryby</e1> ze słoną wodą zostały umieszczone w <e2>funtach</e2> słodkiej wody.
Component,Whole,e1,e2,The <e1>pins</e1> of this <e2>socket</e2> are as thick as the pins of an IC.,<e1>styki</e1> tego <e2>gniazda</e2> są tak grube jak styki układu scalonego.
Content,Container,e1,e2,A <e1>rasher</e1> of bacon was found in a returned <e2>book</e2> by a Worthing librarian.,W <e2>książce</e2> zwróconej przez bibliotekarza Worthing znaleziono <e1>plaster</e1> bekonu.
Member,Collection,e2,e1,The frenetic jostling for elbow room among the <e1>ratpack</e1> of <e2>photographers</e2> is more usually the case.,Gorączkowe przepychanie się o miejsce na łokciach wśród <e1>zestawu szczurów</e1> <e2>fotografów</e2> ma miejsce częściej.
Message,Topic,e2,e1,Their <e1>marriage</e1> became the topic of <e2>conversation</e2> in all circles of society.,Ich <e1>małżeństwo</e1> stało się tematem <e2>rozmów</e2> we wszystkich kręgach społecznych.
Cause,Effect,e2,e1,Examining the <e1>disruption</e1> caused by pupil <e2>mobility</e2>.,Badanie <e1>zakłóceń</e1> spowodowanych <e2>mobilnością</e2> ucznia.
Product,Producer,e2,e1,These <e1>brothers</e1> were the first to invent a working <e2>airplane</e2>.,Ci <e1>bracia</e1> jako pierwsi wynaleźli działający <e2>samolot</e2>.
Component,Whole,e2,e1,The hardness of a <e1>piano</e1> <e2>hammer</e2> has a great deal of influence on the resulting piano sound.,Twardość <e1>pianina</e1> <e2>młot</e2> ma duży wpływ na wynikowe brzmienie fortepianu.
Cause,Effect,e2,e1,"The second <e1>injury</e1> also started from the aforementioned <e2>collision</e2>, but has only recently re-surfaced.","Drugie <e1>uratanie</e1> również zaczęło się od wspomnianej <e2>kolizji</e2>, ale dopiero niedawno pojawiło się ponownie."
Cause,Effect,e2,e1,<e1>Production</e1> and investigation of such a detector arose from an inadequate <e2>sensitivity</e2> of a commercial p-type Si detector.,<e1>Produkcja</e1> i badanie takiego detektora wynikało z niewystarczającej <e2>czułości</e2> komercyjnego detektora Si typu p.
Instrument,Agency,e2,e1,The <e1>workmen</e1> applied a <e2>blowlamp</e2> to the pipes which were lagged with felt.,"<e1>robotnicy</e1> przyłożyli <e2>lampę nadmuchową</e2> do rur, które były wyłożone filcem."
Product,Producer,e2,e1,The <e1>group</e1> has thrown together a neat prototype <e2>device</e2> that could possibly be the future of casinos.,"Grupa <e1></e1> stworzyła zgrabny prototyp <e2>urządzenia</e2>, które może być przyszłością kasyn."
Other,Other,,,"The <e1>director</e1>, Robert Connolly, who co-wrote the script with David Williamson, assembles the pieces with great methodical <e2>logic</e2>.","<e1>reżyser</e1>, Robert Connolly, który napisał scenariusz wraz z Davidem Williamsonem, składa kawałki z wielką <e2>logiką metodyczną</e2>."
Component,Whole,e1,e2,"They looked very closely at the <e1>white</e1> of the <e2>eye</e2>, and saw lines that look like tiny pink threads.","Przyjrzeli się bardzo uważnie <e1>bieli</e1> <e2>oka</e2> i zauważyli linie, które wyglądają jak małe różowe nitki."
Entity,Destination,e1,e2,Illegal <e1>overcharge</e1> was passed on to the <e2>customers</e2>.,Nielegalne <e1>przeciążenie</e1> zostało przerzucone na <e2>klientów</e2>.
Other,Other,,,"However, apart from visual design elements, one also gets creative with the <e1>layout</e1> of the <e2>site</e2>.","Jednak oprócz elementów projektu wizualnego, można również stać się kreatywnym dzięki <e1>układowi</e1> <e2>witryny</e2>."
Instrument,Agency,e2,e1,This is completed by <e1>students</e1> using the online <e2>system</e2>.,Dokonują tego <e1>studenci</e1> korzystający z <e2>systemu</e2> online.
Entity,Destination,e1,e2,A few space <e1>probes</e1> have been placed into <e2>orbit</e2> around other bodies.,Kilka <e1>sond</e1> zostało umieszczonych na <e2>orbicie</e2> wokół innych ciał.
Entity,Origin,e1,e2,The <e1>statement</e1> below comes from the Morristown Humane Society <e2>website</e2>.,Poniższe <e1>oświadczenie</e1> pochodzi z <e2>strony internetowej</e2> Morristown Humane Society.
Component,Whole,e2,e1,"A longer probationary period for new teachers, placing experienced teachers on probation following several years of unsatisfactory evaluations, and new alternative <e1>ways</e1> for certification are parts of the <e2>proposal</e2>.","Częścią <e2>wniosku</e2> jest dłuższy okres próbny dla nowych nauczycieli, umieszczenie doświadczonych nauczycieli na okres próbny po kilku latach niezadowalających ocen oraz nowe alternatywne <e1>sposoby</e1> certyfikacji."
Product,Producer,e1,e2,"Art, a concept separate from both <e1>artwork</e1> and <e2>creator</e2>, thus exists as the source for them both.","Sztuka, koncepcja oddzielona zarówno od <e1>dzieła sztuki</e1>, jak i <e2>twórcy</e2>, istnieje zatem jako źródło ich obu."
Other,Other,,,<e1>Discovery</e1> consists of <e2>seeing</e2> what everybody else has seen and thinking what nobody else has thought.,"<e1>Odkrywanie</e1> polega na <e2>oglądaniu</e2> tego, co widzieli wszyscy inni i myśleniu o tym, czego nikt inny nie pomyślał."
Content,Container,e2,e1,The <e1>locker</e1> contained a big fluffy <e2>robe</e2> for me to change into.,"<e1>szafka</e1> zawierała duży puszysty <e2>szlafrok</e2>, w który mogłem się przebrać."
Entity,Origin,e1,e2,The <e1>crowd</e1> departs from the <e2>capital</e2> after the swearining of President Barack Obama.,<e1>Tłum</e1> opuszcza <e2>stolicę</e2> po zaprzysiężeniu prezydenta Baracka Obamy.
Message,Topic,e1,e2,This <e1>show</e1> studies the artist's <e2>conversation</e2> between and untamed subject and a highly domesticated setting.,Ten <e1>przedstawienie</e1> bada <e2>rozmowę</e2> artysty między nieokiełznanym tematem a wysoce udomowionym otoczeniem.
Cause,Effect,e2,e1,"The <e1>inflammation</e1> is caused by the <e2>growth</e2> of unusual bacteria, which usually results from antibiotic use.","<e1>Zapalenie</e1> jest spowodowane <e2>wzrostem</e2> niezwykłych bakterii, co zwykle jest wynikiem stosowania antybiotyków."
Cause,Effect,e1,e2,The <e1>exhibition</e1> The Art of the Motorcycle caused a <e2>revolution</e2> on the museum scene with its presentation of the motorcycle as a metaphor of the 20th century.,"<e1>wystawa</e1>Sztuka motocykla wywołała <e2>rewolucję</e2> na scenie muzealnej, przedstawiając motocykl jako metaforę XX wieku."
Entity,Origin,e1,e2,Students review <e1>art</e1> from different <e2>periods</e2> throughout history.,Uczniowie przeglądają <e1>sztukę</e1> z różnych <e2>okresów</e2> w historii.
Cause,Effect,e1,e2,Pressures occur throughout life and those <e1>pressures</e1> cause <e2>stress</e2>.,Presja pojawia się przez całe życie i te <e1>presje</e1> powodują <e2>stres</e2>.
Content,Container,e1,e2,A full quarter of the <e1>products</e1> in the <e2>supermarket</e2> have some form of corn in them.,Jedna czwarta <e1>produktów</e1> w <e2>supermarkecie</e2> zawiera jakąś formę kukurydzy.
Instrument,Agency,e2,e1,"The other shows the <e1>goddess</e1> of justice as blindfolded, with a <e2>sword</e2> by her side.","Drugi przedstawia <e1>bogini</e1> sprawiedliwości z zawiązanymi oczami, z <e2>mieczem</e2> u boku."
Other,Other,,,"One of the best vantage <e1>points</e1> of the Boston skyline is from the <e2>water</e2>, in a boat heading toward the Boston Harbor Islands.","Jeden z <e1>najlepszych punktów widokowych</e1> na panoramę Bostonu znajduje się od strony <e2>wody</e2>, płynąc łodzią w kierunku Boston Harbor Islands."
Other,Other,,,"With iterpipes, python is ready to replace the bash <e1>shell</e1> for <e2>scripting</e2>.","Dzięki iterpipes, python jest gotowy do zastąpienia <e1>powłoki</e1> basha dla <e2>skryptów</e2>."
Component,Whole,e2,e1,The slot <e1>machine</e1> contains computer <e2>software</e2> known as random number generator.,Slot <e1>maszyna</e1> zawiera <e2>oprogramowanie</e2> komputerowe znane jako generator liczb losowych.
Product,Producer,e1,e2,But here is a <e1>jumper</e1> sewn by a <e2>daughter</e2> (Antoinette) for her mother.,Ale oto <e1>sweter</e1> uszyty przez <e2>córkę</e2> (Antoinette) dla jej matki.
Entity,Destination,e1,e2,"Now, you have imported the <e1>data</e1> into the region <e2>database</e2>.",Teraz zaimportowałeś <e1>dane</e1> do regionu <e2>baza danych</e2>.
Member,Collection,e2,e1,It took the great Ronald Reagan years to develop his vast <e1>coterie</e1> of left wing <e2>haters</e2>.,Wielki Ronald Reagan rozwinął swoją ogromną <e1>koterię</e1> lewicowych <e2>nienawidzących</e2> lewicowych osób.
